Age,Accuracy_Audio,Accuracy_Comprehension,Accuracy_Image,Time_Audio,Time_Comprehension,Time_Image,Learning_Type
12,59,68,17,40,65,63,Comprehensive Learner
13,12,62,58,79,290,280,Comprehensive Learner
8,38,69,52,294,460,175,Comprehensive Learner
13,43,98,63,74,82,40,Comprehensive Learner
11,27,64,29,300,220,284,Comprehensive Learner
10,39,98,17,64,253,369,Comprehensive Learner
9,15,66,4,170,325,150,Comprehensive Learner
9,49,53,68,173,142,397,Visual Learner
10,27,35,7,274,227,70,Comprehensive Learner
11,67,70,8,222,403,269,Comprehensive Learner
16,91,92,31,64,71,116,Comprehensive Learner
11,59,14,13,207,593,101,Auditory Learner
13,11,74,12,299,589,74,Comprehensive Learner
13,15,17,17,180,509,211,Social Learner
13,52,3,67,128,549,214,Visual Learner
12,53,87,21,58,226,61,Comprehensive Learner
10,48,10,19,179,524,174,Auditory Learner
15,35,5,14,237,66,173,Auditory Learner
16,61,50,6,291,222,51,Auditory Learner
9,83,57,76,239,254,139,Auditory Learner
10,25,59,97,118,378,82,Visual Learner
12,55,17,29,266,189,369,Auditory Learner
11,89,78,4,277,168,303,Auditory Learner
14,21,66,0,287,278,240,Comprehensive Learner
11,72,16,59,221,565,180,Auditory Learner
17,68,96,30,125,488,223,Comprehensive Learner
15,80,33,19,65,303,289,Auditory Learner
13,48,29,82,125,497,186,Visual Learner
15,97,18,63,66,366,318,Auditory Learner
15,1,8,63,263,314,338,Visual Learner
11,52,39,28,131,386,319,Auditory Learner
11,6,43,9,209,468,264,Comprehensive Learner
13,99,94,28,99,60,254,Auditory Learner
14,76,58,30,136,253,382,Auditory Learner
13,19,90,74,300,423,194,Comprehensive Learner
9,93,24,86,76,181,179,Auditory Learner
11,29,70,29,137,423,85,Comprehensive Learner
12,74,52,24,98,63,150,Auditory Learner
12,94,47,79,31,208,238,Auditory Learner
16,66,70,57,248,120,267,Comprehensive Learner
10,58,83,56,74,176,341,Comprehensive Learner
14,65,52,86,262,297,121,Visual Learner
15,2,48,62,218,197,183,Visual Learner
17,55,42,96,151,517,97,Visual Learner
12,78,99,36,94,544,181,Comprehensive Learner
13,16,18,57,178,141,380,Visual Learner
14,51,65,27,278,106,64,Comprehensive Learner
13,6,33,26,96,403,141,Comprehensive Learner
12,4,80,69,88,398,182,Comprehensive Learner
13,97,87,36,144,295,113,Auditory Learner
8,96,72,5,145,523,83,Auditory Learner
14,53,53,88,266,435,387,Visual Learner
13,60,0,76,76,182,280,Visual Learner
12,15,91,61,138,305,121,Comprehensive Learner
17,100,54,96,142,313,397,Auditory Learner
11,66,14,32,62,340,105,Auditory Learner
12,58,84,88,191,126,317,Visual Learner
16,46,14,77,119,592,126,Visual Learner
11,47,22,39,80,593,385,Auditory Learner
11,63,65,40,173,234,80,Comprehensive Learner
12,49,45,41,133,250,243,Auditory Learner
14,84,99,8,199,344,388,Comprehensive Learner
13,40,8,17,45,364,378,Auditory Learner
10,71,65,14,162,466,265,Auditory Learner
11,21,65,3,199,391,87,Comprehensive Learner
11,53,17,33,59,364,322,Auditory Learner
12,4,16,61,189,396,389,Visual Learner
13,16,71,37,176,89,268,Comprehensive Learner
13,100,97,80,266,499,387,Auditory Learner
9,77,33,70,204,317,237,Auditory Learner
15,40,68,95,101,293,231,Visual Learner
13,91,63,22,156,85,351,Auditory Learner
15,94,43,19,225,582,109,Auditory Learner
13,80,28,55,214,443,60,Auditory Learner
15,34,61,52,179,595,86,Comprehensive Learner
13,39,91,1,243,452,355,Comprehensive Learner
15,21,15,20,123,521,272,Auditory Learner
14,47,77,75,87,197,129,Comprehensive Learner
12,52,51,41,248,169,272,Auditory Learner
17,92,1,56,248,534,312,Auditory Learner
14,9,60,48,42,387,292,Comprehensive Learner
14,17,3,90,169,265,238,Visual Learner
10,98,51,9,148,130,192,Auditory Learner
10,79,40,71,300,269,201,Auditory Learner
13,48,51,60,126,244,321,Visual Learner
13,70,30,20,76,442,45,Auditory Learner
11,29,25,59,181,458,49,Visual Learner
13,18,26,85,202,373,376,Visual Learner
16,54,50,12,266,287,170,Auditory Learner
14,59,97,47,60,205,354,Comprehensive Learner
10,86,94,39,242,81,151,Comprehensive Learner
12,71,47,62,107,359,119,Auditory Learner
11,80,10,75,70,324,87,Auditory Learner
12,20,7,80,175,109,190,Visual Learner
12,25,11,8,41,434,130,Auditory Learner
12,27,98,56,277,120,172,Comprehensive Learner
10,38,44,50,258,78,223,Visual Learner
12,32,33,39,208,367,268,Visual Learner
11,39,76,75,189,596,115,Comprehensive Learner
8,82,90,72,250,266,124,Comprehensive Learner
17,28,71,63,193,384,302,Comprehensive Learner
15,19,46,93,197,134,273,Visual Learner
12,19,20,69,248,477,304,Visual Learner
13,73,40,63,99,387,255,Auditory Learner
10,11,74,24,289,340,384,Comprehensive Learner
16,96,21,27,92,134,213,Auditory Learner
16,24,20,9,275,300,76,Auditory Learner
13,24,27,27,79,64,56,Solitary Learner
15,3,66,92,263,274,336,Visual Learner
13,3,70,35,45,546,359,Comprehensive Learner
10,8,13,10,33,416,378,Comprehensive Learner
12,14,78,20,186,453,352,Comprehensive Learner
13,25,72,25,249,214,84,Comprehensive Learner
12,78,51,17,80,450,112,Auditory Learner
12,89,42,67,71,428,148,Auditory Learner
12,91,70,40,164,88,386,Auditory Learner
12,70,75,14,288,482,382,Comprehensive Learner
13,31,18,22,220,68,177,Auditory Learner
10,75,26,40,285,259,221,Auditory Learner
11,98,17,5,265,504,339,Auditory Learner
10,51,12,70,102,393,343,Visual Learner
14,31,0,59,103,289,366,Visual Learner
8,8,84,78,152,452,41,Comprehensive Learner
15,77,33,51,99,367,119,Auditory Learner
15,12,12,8,108,390,157,Social Learner
12,55,50,29,277,419,301,Auditory Learner
8,43,86,43,216,242,119,Comprehensive Learner
12,96,0,61,170,446,128,Auditory Learner
12,95,86,42,73,168,84,Auditory Learner
10,82,27,27,276,398,305,Auditory Learner
11,29,31,93,255,259,283,Visual Learner
16,15,71,7,96,240,327,Comprehensive Learner
14,11,54,98,282,599,41,Visual Learner
11,73,25,50,208,496,316,Auditory Learner
9,65,13,98,158,99,285,Visual Learner
12,17,87,89,144,281,265,Visual Learner
12,12,92,29,231,356,388,Comprehensive Learner
13,92,67,98,146,88,273,Visual Learner
11,23,62,10,64,261,160,Comprehensive Learner
14,11,81,19,135,544,62,Comprehensive Learner
16,59,13,30,278,189,239,Auditory Learner
14,59,26,33,181,107,275,Auditory Learner
12,92,40,11,170,475,75,Auditory Learner
12,85,2,47,191,516,53,Auditory Learner
12,99,93,27,176,108,54,Auditory Learner
15,0,58,66,285,135,284,Visual Learner
11,42,99,62,120,307,330,Comprehensive Learner
13,54,22,47,247,349,159,Auditory Learner
13,39,17,41,168,594,61,Visual Learner
11,63,73,51,206,590,214,Comprehensive Learner
10,33,75,4,105,495,331,Comprehensive Learner
13,33,40,76,86,442,310,Visual Learner
12,47,7,11,57,155,160,Auditory Learner
14,32,31,58,179,310,135,Visual Learner
11,67,80,64,228,300,225,Comprehensive Learner
15,29,40,51,193,364,208,Visual Learner
11,83,44,42,211,499,395,Auditory Learner
16,89,77,82,269,547,384,Auditory Learner
9,78,100,92,271,557,276,Comprehensive Learner
13,70,8,62,95,191,369,Auditory Learner
13,70,89,49,200,461,271,Comprehensive Learner
11,28,47,38,162,435,65,Comprehensive Learner
13,22,23,41,110,430,293,Visual Learner
15,33,86,88,194,471,69,Visual Learner
8,83,94,79,92,214,398,Comprehensive Learner
14,14,43,16,80,304,326,Comprehensive Learner
8,96,57,91,101,134,148,Auditory Learner
11,52,65,42,72,265,377,Comprehensive Learner
16,16,17,48,245,487,297,Visual Learner
11,63,79,4,220,480,373,Comprehensive Learner
10,83,28,0,187,208,270,Auditory Learner
12,60,74,66,119,147,187,Comprehensive Learner
17,56,1,23,133,565,73,Auditory Learner
9,76,77,28,80,227,99,Comprehensive Learner
10,87,67,14,283,248,329,Auditory Learner
15,36,97,3,136,173,204,Comprehensive Learner
16,6,38,43,265,72,234,Visual Learner
12,7,72,64,134,216,166,Comprehensive Learner
10,86,40,78,284,240,264,Auditory Learner
17,77,70,87,49,379,314,Visual Learner
16,67,80,30,101,351,262,Comprehensive Learner
14,20,86,19,146,536,91,Comprehensive Learner
11,60,74,9,159,492,83,Comprehensive Learner
12,73,21,10,149,228,125,Auditory Learner
12,85,81,81,242,461,194,Auditory Learner
13,93,48,97,258,217,77,Visual Learner
15,93,27,27,212,443,131,Auditory Learner
14,79,15,37,163,457,188,Auditory Learner
10,74,67,79,260,115,52,Visual Learner
15,85,61,23,275,132,388,Auditory Learner
13,28,35,38,281,532,337,Visual Learner
14,24,21,50,254,239,264,Visual Learner
15,57,10,75,186,253,391,Visual Learner
10,13,84,49,148,443,343,Comprehensive Learner
12,77,79,6,123,288,85,Comprehensive Learner
11,65,41,99,257,325,259,Visual Learner
9,53,54,80,215,130,153,Visual Learner
13,76,72,67,214,150,117,Auditory Learner
18,66,34,52,259,135,352,Auditory Learner
9,29,56,36,294,504,347,Comprehensive Learner
12,17,33,96,187,256,317,Visual Learner
14,53,72,82,106,243,56,Visual Learner
13,99,76,53,111,136,136,Auditory Learner
12,20,69,89,210,507,141,Visual Learner
10,52,3,54,225,356,321,Visual Learner
13,82,45,74,89,447,206,Auditory Learner
11,15,91,30,180,381,110,Comprehensive Learner
8,27,10,64,90,480,256,Visual Learner
15,3,97,99,164,365,279,Visual Learner
14,54,60,92,68,405,218,Visual Learner
13,14,34,88,282,320,197,Visual Learner
13,63,68,58,135,405,80,Comprehensive Learner
15,64,56,46,262,208,89,Auditory Learner
13,15,10,48,199,477,323,Visual Learner
14,19,11,17,246,88,113,Auditory Learner
12,63,42,2,43,522,226,Auditory Learner
15,32,18,17,45,248,283,Auditory Learner
13,80,76,57,248,124,105,Auditory Learner
13,68,67,70,198,518,274,Visual Learner
10,68,77,91,43,283,153,Visual Learner
13,57,58,80,272,535,245,Visual Learner
11,38,1,24,37,385,308,Auditory Learner
11,76,7,17,140,578,296,Auditory Learner
11,35,21,51,69,251,128,Visual Learner
10,93,76,42,97,147,49,Auditory Learner
17,67,20,66,152,517,230,Auditory Learner
15,86,84,88,195,217,273,Visual Learner
16,20,91,6,232,332,93,Comprehensive Learner
10,62,96,73,157,391,190,Comprehensive Learner
13,84,28,43,181,341,366,Auditory Learner
10,5,100,43,175,222,345,Comprehensive Learner
11,23,85,50,78,233,98,Comprehensive Learner
11,52,89,82,32,167,301,Comprehensive Learner
15,94,74,78,280,360,71,Auditory Learner
12,82,74,84,106,390,348,Visual Learner
15,75,97,20,249,203,108,Comprehensive Learner
14,77,82,36,257,117,122,Comprehensive Learner
17,49,36,27,147,357,297,Auditory Learner
10,11,77,31,296,247,338,Comprehensive Learner
15,55,28,56,264,499,79,Visual Learner
15,14,82,40,197,547,43,Comprehensive Learner
11,82,36,53,289,449,114,Auditory Learner
15,91,20,26,222,79,213,Auditory Learner
13,39,87,86,213,271,144,Comprehensive Learner
12,40,89,73,39,595,187,Comprehensive Learner
11,68,11,39,170,279,161,Auditory Learner
11,68,47,40,51,232,53,Auditory Learner
17,5,82,69,222,60,394,Comprehensive Learner
13,86,46,23,121,527,216,Auditory Learner
14,66,93,17,126,84,60,Comprehensive Learner
11,100,14,73,170,263,356,Auditory Learner
11,32,66,55,286,260,297,Comprehensive Learner
15,42,12,14,67,250,188,Auditory Learner
10,20,58,97,276,468,305,Visual Learner
12,83,72,71,285,537,386,Auditory Learner
13,64,12,34,114,363,157,Auditory Learner
13,16,79,26,66,595,371,Comprehensive Learner
12,92,77,88,214,141,119,Auditory Learner
13,7,71,2,127,321,303,Comprehensive Learner
14,63,18,20,59,236,224,Auditory Learner
14,89,56,38,220,274,140,Auditory Learner
11,27,31,31,230,200,128,Solitary Learner
12,97,98,49,218,327,86,Comprehensive Learner
15,89,86,84,287,198,121,Auditory Learner
14,12,20,8,184,106,163,Comprehensive Learner
10,100,81,49,257,119,303,Auditory Learner
13,12,13,0,34,120,186,Comprehensive Learner
9,37,79,3,158,154,280,Comprehensive Learner
13,24,23,3,103,534,325,Auditory Learner
16,61,48,89,53,99,130,Visual Learner
11,22,31,33,235,405,267,Visual Learner
11,85,74,26,175,386,193,Auditory Learner
14,20,10,14,118,496,400,Auditory Learner
9,53,59,31,51,465,290,Comprehensive Learner
11,62,67,40,73,270,373,Comprehensive Learner
14,29,60,70,66,97,240,Visual Learner
11,74,89,60,36,527,254,Comprehensive Learner
12,67,4,62,198,376,212,Auditory Learner
14,96,35,60,99,270,103,Auditory Learner
13,75,96,13,242,142,69,Comprehensive Learner
13,72,63,22,100,415,217,Auditory Learner
12,31,77,64,236,598,209,Comprehensive Learner
13,74,31,31,101,268,195,Auditory Learner
12,100,70,40,209,335,97,Auditory Learner
13,23,73,25,237,551,70,Comprehensive Learner
12,6,65,47,206,357,385,Comprehensive Learner
12,71,9,72,224,117,139,Visual Learner
11,96,98,15,268,355,167,Comprehensive Learner
12,88,20,30,183,518,354,Auditory Learner
11,0,39,65,183,455,267,Visual Learner
10,2,41,31,59,433,155,Comprehensive Learner
13,27,71,9,56,121,51,Comprehensive Learner
13,42,45,24,269,505,340,Comprehensive Learner
14,96,81,81,272,146,361,Auditory Learner
12,45,72,97,161,458,399,Visual Learner
13,0,40,92,208,183,235,Visual Learner
14,37,93,44,127,578,393,Comprehensive Learner
13,90,3,23,266,342,222,Auditory Learner
11,34,98,2,167,573,364,Comprehensive Learner
13,73,13,61,147,216,44,Auditory Learner
13,75,13,78,135,285,358,Visual Learner
13,73,52,66,65,453,299,Auditory Learner
8,53,100,54,75,325,336,Comprehensive Learner
13,97,83,94,133,325,179,Auditory Learner
17,23,28,9,99,347,393,Comprehensive Learner
12,27,22,54,236,351,94,Visual Learner
11,21,84,21,250,379,340,Comprehensive Learner
13,15,30,13,118,532,195,Comprehensive Learner
13,12,95,72,32,458,354,Comprehensive Learner
15,99,70,81,260,132,227,Auditory Learner
10,99,76,7,147,587,295,Auditory Learner
14,61,60,14,143,142,220,Auditory Learner
14,42,22,14,231,233,207,Auditory Learner
12,86,7,51,59,487,160,Auditory Learner
13,77,75,69,276,350,347,Auditory Learner
15,31,99,53,110,440,50,Comprehensive Learner
14,66,15,75,275,422,391,Visual Learner
10,90,25,41,213,245,217,Auditory Learner
14,82,28,18,62,64,345,Auditory Learner
12,85,92,39,131,321,391,Comprehensive Learner
13,56,5,68,140,238,162,Visual Learner
13,64,36,26,235,201,87,Auditory Learner
12,68,32,73,295,327,221,Visual Learner
15,48,94,42,244,529,345,Comprehensive Learner
12,32,45,51,132,127,280,Visual Learner
10,18,60,45,107,166,295,Comprehensive Learner
12,35,40,13,204,496,377,Comprehensive Learner
13,69,17,63,81,90,252,Auditory Learner
15,14,94,60,204,580,336,Comprehensive Learner
14,99,15,97,228,101,259,Auditory Learner
11,96,50,57,117,246,67,Auditory Learner
17,23,36,48,200,360,255,Visual Learner
13,26,13,78,66,320,285,Visual Learner
15,48,67,28,152,549,238,Comprehensive Learner
12,74,29,25,230,316,230,Auditory Learner
14,22,59,26,93,126,168,Comprehensive Learner
14,32,52,66,217,279,200,Visual Learner
15,40,96,66,244,382,72,Comprehensive Learner
15,55,35,34,272,118,50,Auditory Learner
14,28,29,59,179,237,254,Visual Learner
12,30,63,60,153,520,281,Comprehensive Learner
11,64,13,98,227,349,323,Visual Learner
13,97,22,69,65,171,285,Auditory Learner
14,17,47,77,64,383,229,Visual Learner
12,81,27,89,142,241,342,Visual Learner
15,5,6,2,204,525,369,Comprehensive Learner
15,51,41,32,62,283,111,Auditory Learner
11,39,9,41,242,457,284,Visual Learner
11,64,67,12,232,219,122,Comprehensive Learner
12,41,43,28,283,513,153,Comprehensive Learner
13,93,12,8,85,422,303,Auditory Learner
11,67,84,31,42,62,108,Comprehensive Learner
15,31,32,21,79,419,373,Comprehensive Learner
13,9,91,85,277,374,340,Comprehensive Learner
13,68,86,57,262,81,200,Comprehensive Learner
10,8,31,56,57,480,146,Visual Learner
10,68,47,97,133,185,333,Visual Learner
13,60,4,9,125,464,179,Auditory Learner
8,10,60,24,222,327,362,Comprehensive Learner
15,98,89,61,154,165,399,Auditory Learner
12,90,89,62,110,230,189,Auditory Learner
18,67,2,75,36,364,365,Visual Learner
17,73,23,2,112,393,138,Auditory Learner
12,96,97,82,53,77,206,Comprehensive Learner
12,7,33,96,143,459,183,Visual Learner
14,48,83,46,44,227,198,Comprehensive Learner
16,23,93,54,142,394,339,Comprehensive Learner
9,32,41,25,279,214,341,Comprehensive Learner
9,18,19,12,174,435,83,Comprehensive Learner
11,1,40,6,48,140,379,Comprehensive Learner
14,54,81,33,38,509,126,Comprehensive Learner
13,10,19,21,214,369,123,Visual Learner
15,98,5,83,67,414,135,Auditory Learner
10,16,56,22,240,383,341,Comprehensive Learner
8,41,41,47,163,287,279,Visual Learner
14,60,24,13,131,250,256,Auditory Learner
11,2,40,93,178,356,278,Visual Learner
8,85,40,86,122,248,111,Visual Learner
13,34,2,51,169,252,220,Visual Learner
14,84,42,82,291,572,212,Auditory Learner
12,88,45,38,110,68,231,Auditory Learner
12,65,56,40,61,202,133,Auditory Learner
12,0,82,35,217,546,191,Comprehensive Learner
12,6,73,5,165,253,198,Comprehensive Learner
10,19,50,22,195,581,366,Comprehensive Learner
11,42,4,9,176,492,335,Auditory Learner
14,5,85,98,274,198,369,Visual Learner
13,54,72,84,212,89,54,Visual Learner
13,99,96,95,38,338,158,Auditory Learner
11,20,14,59,185,101,60,Visual Learner
12,50,87,29,205,287,60,Comprehensive Learner
8,45,93,96,143,539,355,Visual Learner
13,34,99,69,272,476,260,Comprehensive Learner
15,99,38,4,196,260,145,Auditory Learner
10,7,69,78,252,380,272,Visual Learner
11,67,78,56,220,427,104,Comprehensive Learner
13,15,37,42,93,385,188,Visual Learner
15,66,38,51,202,369,222,Auditory Learner
12,70,51,88,286,420,108,Visual Learner
11,63,85,76,232,587,246,Comprehensive Learner
9,1,2,5,106,362,149,Visual Learner
13,0,28,100,132,338,321,Visual Learner
17,57,92,1,255,380,370,Comprehensive Learner
13,0,30,16,255,536,94,Comprehensive Learner
12,6,65,87,256,363,152,Visual Learner
13,87,98,11,125,578,252,Comprehensive Learner
12,68,44,43,105,115,85,Auditory Learner
11,84,72,53,62,251,109,Auditory Learner
14,91,21,77,111,81,221,Auditory Learner
13,17,82,6,98,139,212,Comprehensive Learner
13,87,100,89,248,343,349,Comprehensive Learner
11,31,9,31,149,487,248,Social Learner
15,44,20,28,77,162,262,Auditory Learner
14,32,16,45,97,201,382,Visual Learner
11,73,66,72,114,462,135,Auditory Learner
15,72,6,77,285,221,159,Visual Learner
12,48,100,52,234,275,75,Comprehensive Learner
11,32,35,80,262,537,73,Visual Learner
11,96,66,24,94,310,381,Auditory Learner
9,70,76,52,108,469,328,Comprehensive Learner
13,67,29,93,43,378,94,Visual Learner
9,27,86,28,198,447,62,Comprehensive Learner
10,86,70,92,188,144,292,Visual Learner
8,52,93,81,145,574,83,Comprehensive Learner
12,95,28,94,221,64,139,Auditory Learner
12,43,71,82,212,294,67,Visual Learner
12,79,73,80,260,472,103,Visual Learner
10,54,32,5,197,434,343,Auditory Learner
10,9,58,75,44,334,354,Visual Learner
13,13,19,37,222,430,354,Visual Learner
11,35,92,2,262,591,338,Comprehensive Learner
13,33,28,34,292,453,210,Visual Learner
11,87,52,54,83,63,180,Auditory Learner
13,17,84,46,209,593,111,Comprehensive Learner
15,15,0,32,33,583,82,Visual Learner
14,36,33,92,286,465,279,Visual Learner
12,40,43,2,269,472,308,Comprehensive Learner
13,24,95,68,192,248,258,Comprehensive Learner
12,7,13,58,167,376,178,Visual Learner
13,87,36,77,258,598,239,Auditory Learner
12,83,34,99,131,490,193,Visual Learner
12,93,58,91,222,399,389,Auditory Learner
13,83,23,95,59,578,253,Visual Learner
11,17,64,17,276,489,89,Comprehensive Learner
10,67,5,76,250,486,88,Visual Learner
10,47,67,65,201,581,398,Comprehensive Learner
9,99,37,24,189,574,385,Auditory Learner
10,69,0,19,201,359,283,Auditory Learner
13,66,40,70,92,113,386,Visual Learner
11,17,30,74,90,221,381,Visual Learner
14,17,35,68,94,508,308,Visual Learner
13,55,72,28,198,270,302,Comprehensive Learner
9,22,53,17,110,506,283,Comprehensive Learner
14,34,86,71,276,129,210,Comprehensive Learner
14,5,30,26,297,360,81,Comprehensive Learner
11,25,28,41,287,127,52,Visual Learner
13,84,84,65,102,341,307,Comprehensive Learner
11,60,2,98,217,213,243,Visual Learner
13,87,57,25,54,521,333,Auditory Learner
10,14,89,22,257,283,298,Comprehensive Learner
9,90,60,4,147,427,239,Auditory Learner
12,31,5,79,137,248,357,Visual Learner
12,11,19,10,271,445,198,Comprehensive Learner
12,4,60,18,128,100,239,Comprehensive Learner
10,63,45,79,51,576,332,Visual Learner
12,70,12,95,85,189,319,Visual Learner
13,85,22,11,178,81,131,Auditory Learner
